No,Latitude,Longitude,Altitude,Speed,Date,Time ?Wrong?,Actual Time,,
974,38.833143,-76.871712,55.1,26.18,1/21/2021,9:27:27 PM,4:27:27 PM,,
975,38.832934,-76.871858,55,26.49,1/21/2021,9:27:28 PM,4:27:28 PM,,
976,38.832727,-76.872006,54.9,26.38,1/21/2021,9:27:29 PM,4:27:29 PM,,
977,38.83252,-76.872154,54.8,26.38,1/21/2021,9:27:30 PM,4:27:30 PM,,
978,38.832322,-76.872316,54.8,26.14,1/21/2021,9:27:31 PM,4:27:31 PM,,
979,38.832119,-76.872467,54.8,26.12,1/21/2021,9:27:32 PM,4:27:32 PM,,
980,38.831923,-76.872627,54.9,25.86,1/21/2021,9:27:33 PM,4:27:33 PM,,
981,38.831734,-76.872795,54.9,25.59,1/21/2021,9:27:34 PM,4:27:34 PM,,
982,38.831548,-76.872964,55,25.37,1/21/2021,9:27:35 PM,4:27:35 PM,,
983,38.831366,-76.873138,55.1,25.26,1/21/2021,9:27:36 PM,4:27:36 PM,,
984,38.831184,-76.87331,55.2,25.16,1/21/2021,9:27:37 PM,4:27:37 PM,,
985,38.831009,-76.87349,55.3,24.96,1/21/2021,9:27:38 PM,4:27:38 PM,,
986,38.830835,-76.873666,55.4,24.66,1/21/2021,9:27:39 PM,4:27:39 PM,,
987,38.830667,-76.873843,55.5,24.19,1/21/2021,9:27:40 PM,4:27:40 PM,,
988,38.830503,-76.874023,55.7,24.02,1/21/2021,9:27:41 PM,4:27:41 PM,,
989,38.830345,-76.874204,55.8,23.57,1/21/2021,9:27:42 PM,4:27:42 PM,,
990,38.830191,-76.874386,55.9,23.3,1/21/2021,9:27:43 PM,4:27:43 PM,,
991,38.830039,-76.874568,56,23.14,1/21/2021,9:27:44 PM,4:27:44 PM,,
992,38.829888,-76.874751,56,23.12,1/21/2021,9:27:45 PM,4:27:45 PM,,
993,38.829741,-76.874937,56.1,22.98,1/21/2021,9:27:46 PM,4:27:46 PM,,
994,38.829597,-76.875124,56.1,22.8,1/21/2021,9:27:47 PM,4:27:47 PM,,
995,38.829457,-76.875312,56.2,22.55,1/21/2021,9:27:48 PM,4:27:48 PM,,
996,38.829322,-76.875503,56.2,22.36,1/21/2021,9:27:49 PM,4:27:49 PM,,
997,38.82919,-76.875695,56.2,22.21,1/21/2021,9:27:50 PM,4:27:50 PM,,
998,38.829063,-76.87589,56.2,22.04,1/21/2021,9:27:51 PM,4:27:51 PM,,
999,38.828938,-76.876084,56.1,21.83,1/21/2021,9:27:52 PM,4:27:52 PM,,
1000,38.828814,-76.876279,56.1,21.83,1/21/2021,9:27:53 PM,4:27:53 PM,,
1001,38.828692,-76.876472,56,21.55,1/21/2021,9:27:54 PM,4:27:54 PM,,
1002,38.828571,-76.876665,55.9,21.48,1/21/2021,9:27:55 PM,4:27:55 PM,,
1003,38.828452,-76.876856,55.8,21.21,1/21/2021,9:27:56 PM,4:27:56 PM,,
1004,38.828334,-76.877047,55.6,21.14,1/21/2021,9:27:57 PM,4:27:57 PM,,
1005,38.828217,-76.877236,55.5,20.94,1/21/2021,9:27:58 PM,4:27:58 PM,,
1006,38.828104,-76.877428,55.4,20.87,1/21/2021,9:27:59 PM,4:27:59 PM,,
1007,38.827992,-76.877617,55.3,20.59,1/21/2021,9:28:00 PM,4:28:00 PM,,
1008,38.827879,-76.877805,55.3,20.59,1/21/2021,9:28:01 PM,4:28:01 PM,,
1009,38.827763,-76.877985,55.2,20.26,1/21/2021,9:28:02 PM,4:28:02 PM,,
1010,38.827646,-76.878163,55.1,20.2,1/21/2021,9:28:03 PM,4:28:03 PM,,
1011,38.827529,-76.878342,55,20.26,1/21/2021,9:28:04 PM,4:28:04 PM,,
1012,38.82741,-76.878521,55,20.41,1/21/2021,9:28:05 PM,4:28:05 PM,,
1013,38.827288,-76.878702,54.9,20.76,1/21/2021,9:28:06 PM,4:28:06 PM,,
1014,38.827163,-76.878885,54.8,21.11,1/21/2021,9:28:07 PM,4:28:07 PM,,
1015,38.827035,-76.879074,54.8,21.72,1/21/2021,9:28:08 PM,4:28:08 PM,,
1016,38.826904,-76.879266,54.8,22.13,1/21/2021,9:28:09 PM,4:28:09 PM,,
1017,38.826772,-76.879464,54.7,22.6,1/21/2021,9:28:10 PM,4:28:10 PM,,
1018,38.82664,-76.879665,54.7,22.8,1/21/2021,9:28:11 PM,4:28:11 PM,,
1019,38.826502,-76.879867,54.7,23.3,1/21/2021,9:28:12 PM,4:28:12 PM,,
1020,38.826362,-76.880072,54.6,23.64,1/21/2021,9:28:13 PM,4:28:13 PM,,
1021,38.826224,-76.880282,54.6,23.83,1/21/2021,9:28:14 PM,4:28:14 PM,,
1022,38.826083,-76.880495,54.5,24.24,1/21/2021,9:28:15 PM,4:28:15 PM,,
1023,38.825941,-76.880708,54.5,24.31,1/21/2021,9:28:16 PM,4:28:16 PM,,
1024,38.825797,-76.880922,54.5,24.52,1/21/2021,9:28:17 PM,4:28:17 PM,,
1025,38.825655,-76.881137,54.5,24.44,1/21/2021,9:28:18 PM,4:28:18 PM,,
1026,38.825514,-76.881348,54.5,24.11,1/21/2021,9:28:19 PM,4:28:19 PM,,
1027,38.825376,-76.881561,54.6,24.03,1/21/2021,9:28:20 PM,4:28:20 PM,,
1028,38.82524,-76.881774,54.7,23.88,1/21/2021,9:28:21 PM,4:28:21 PM,,
1029,38.825103,-76.881982,54.8,23.62,1/21/2021,9:28:22 PM,4:28:22 PM,,
1030,38.824965,-76.882188,54.8,23.56,1/21/2021,9:28:23 PM,4:28:23 PM,,
1031,38.824825,-76.88239,54.9,23.45,1/21/2021,9:28:24 PM,4:28:24 PM,,
1032,38.824686,-76.882593,55,23.44,1/21/2021,9:28:25 PM,4:28:25 PM,,
1033,38.824549,-76.882799,55.1,23.49,1/21/2021,9:28:26 PM,4:28:26 PM,,
1034,38.824414,-76.88301,55.1,23.68,1/21/2021,9:28:27 PM,4:28:27 PM,,
1035,38.824281,-76.883225,55.2,23.81,1/21/2021,9:28:28 PM,4:28:28 PM,,
1036,38.824152,-76.883444,55.3,23.81,1/21/2021,9:28:29 PM,4:28:29 PM,,
1037,38.824022,-76.883664,55.4,23.95,1/21/2021,9:28:30 PM,4:28:30 PM,,
1038,38.823893,-76.883886,55.6,24.02,1/21/2021,9:28:31 PM,4:28:31 PM,,
1039,38.823767,-76.884115,55.7,24.31,1/21/2021,9:28:32 PM,4:28:32 PM,,
1040,38.823643,-76.884347,55.8,24.4,1/21/2021,9:28:33 PM,4:28:33 PM,,
1041,38.823522,-76.884582,56,24.43,1/21/2021,9:28:34 PM,4:28:34 PM,,
1042,38.823403,-76.884821,56.1,24.6,1/21/2021,9:28:35 PM,4:28:35 PM,,
1043,38.823288,-76.885063,56.3,24.58,1/21/2021,9:28:36 PM,4:28:36 PM,,
1044,38.823175,-76.885308,56.5,24.69,1/21/2021,9:28:37 PM,4:28:37 PM,,
1045,38.823066,-76.885555,56.7,24.62,1/21/2021,9:28:38 PM,4:28:38 PM,,
1046,38.822959,-76.885802,56.9,24.51,1/21/2021,9:28:39 PM,4:28:39 PM,,
1047,38.822852,-76.886049,57,24.51,1/21/2021,9:28:40 PM,4:28:40 PM,,
1048,38.82275,-76.8863,57.2,24.55,1/21/2021,9:28:41 PM,4:28:41 PM,,
1049,38.822651,-76.886553,57.4,24.55,1/21/2021,9:28:42 PM,4:28:42 PM,,
1050,38.822554,-76.886806,57.5,24.46,1/21/2021,9:28:43 PM,4:28:43 PM,,
1051,38.822464,-76.887061,57.6,24.28,1/21/2021,9:28:44 PM,4:28:44 PM,,
1052,38.822376,-76.887315,57.6,24.11,1/21/2021,9:28:45 PM,4:28:45 PM,,
1053,38.822291,-76.887572,57.6,24.21,1/21/2021,9:28:46 PM,4:28:46 PM,,
1054,38.822204,-76.887828,57.6,24.22,1/21/2021,9:28:47 PM,4:28:47 PM,,
1055,38.822119,-76.888083,57.6,24.05,1/21/2021,9:28:48 PM,4:28:48 PM,,
1056,38.82203,-76.888338,57.7,24.23,1/21/2021,9:28:49 PM,4:28:49 PM,,
1057,38.821942,-76.888593,57.7,24.19,1/21/2021,9:28:50 PM,4:28:50 PM,,
1058,38.821855,-76.88885,57.7,24.3,1/21/2021,9:28:51 PM,4:28:51 PM,,
1059,38.821767,-76.889106,57.6,24.27,1/21/2021,9:28:52 PM,4:28:52 PM,,
1060,38.821677,-76.889362,57.5,24.36,1/21/2021,9:28:53 PM,4:28:53 PM,,
1061,38.821583,-76.889619,57.4,24.62,1/21/2021,9:28:54 PM,4:28:54 PM,,
1062,38.821493,-76.88988,57.1,24.75,1/21/2021,9:28:55 PM,4:28:55 PM,,
1063,38.821408,-76.890147,56.9,25.02,1/21/2021,9:28:56 PM,4:28:56 PM,,
1064,38.821319,-76.890418,56.7,25.51,1/21/2021,9:28:57 PM,4:28:57 PM,,
1065,38.821224,-76.890689,56.5,25.77,1/21/2021,9:28:58 PM,4:28:58 PM,,
1066,38.821127,-76.890964,56.3,26.18,1/21/2021,9:28:59 PM,4:28:59 PM,,
1067,38.82103,-76.891241,56.1,26.34,1/21/2021,9:29:00 PM,4:29:00 PM,,
1068,38.820934,-76.89152,55.9,26.45,1/21/2021,9:29:01 PM,4:29:01 PM,,
1069,38.820837,-76.891802,55.7,26.74,1/21/2021,9:29:02 PM,4:29:02 PM,,
1070,38.82074,-76.892085,55.5,26.81,1/21/2021,9:29:03 PM,4:29:03 PM,,
1071,38.820644,-76.892366,55.4,26.61,1/21/2021,9:29:04 PM,4:29:04 PM,,
1072,38.820547,-76.892644,55.2,26.42,1/21/2021,9:29:05 PM,4:29:05 PM,,
1073,38.820449,-76.89292,55,26.31,1/21/2021,9:29:06 PM,4:29:06 PM,,
1074,38.82035,-76.893196,54.9,26.35,1/21/2021,9:29:07 PM,4:29:07 PM,,
1075,38.820254,-76.893471,54.7,26.14,1/21/2021,9:29:08 PM,4:29:08 PM,,
1076,38.820158,-76.893742,54.7,25.82,1/21/2021,9:29:09 PM,4:29:09 PM,,
1077,38.820064,-76.894012,54.7,25.65,1/21/2021,9:29:10 PM,4:29:10 PM,,
1078,38.819974,-76.89428,54.7,25.31,1/21/2021,9:29:11 PM,4:29:11 PM,,
1079,38.819885,-76.894546,54.7,25.11,1/21/2021,9:29:12 PM,4:29:12 PM,,
1080,38.819794,-76.894806,54.7,24.72,1/21/2021,9:29:13 PM,4:29:13 PM,,
1081,38.819704,-76.895062,54.7,24.36,1/21/2021,9:29:14 PM,4:29:14 PM,,
1082,38.819616,-76.895313,54.7,23.87,1/21/2021,9:29:15 PM,4:29:15 PM,,
1083,38.819531,-76.895559,54.7,23.34,1/21/2021,9:29:16 PM,4:29:16 PM,,
1084,38.819448,-76.895801,54.7,22.93,1/21/2021,9:29:17 PM,4:29:17 PM,,
1085,38.819369,-76.89604,54.7,22.52,1/21/2021,9:29:18 PM,4:29:18 PM,,
1086,38.819289,-76.896274,54.7,22.16,1/21/2021,9:29:19 PM,4:29:19 PM,,
1087,38.81921,-76.896507,54.7,22.04,1/21/2021,9:29:20 PM,4:29:20 PM,,
1088,38.819132,-76.896738,54.7,21.84,1/21/2021,9:29:21 PM,4:29:21 PM,,
1089,38.819056,-76.896969,54.7,21.75,1/21/2021,9:29:22 PM,4:29:22 PM,,
1090,38.818984,-76.8972,54.7,21.58,1/21/2021,9:29:23 PM,4:29:23 PM,,
1091,38.818917,-76.897433,54.8,21.54,1/21/2021,9:29:24 PM,4:29:24 PM,,
1092,38.818852,-76.897667,54.8,21.55,1/21/2021,9:29:25 PM,4:29:25 PM,,
1093,38.818789,-76.897903,54.8,21.64,1/21/2021,9:29:26 PM,4:29:26 PM,,
1094,38.81873,-76.898142,54.8,21.74,1/21/2021,9:29:27 PM,4:29:27 PM,,
1095,38.81867,-76.898382,54.9,21.86,1/21/2021,9:29:28 PM,4:29:28 PM,,
1096,38.818611,-76.898621,54.9,21.74,1/21/2021,9:29:29 PM,4:29:29 PM,,
1097,38.818554,-76.89886,55,21.68,1/21/2021,9:29:30 PM,4:29:30 PM,,
1098,38.8185,-76.899102,55,21.83,1/21/2021,9:29:31 PM,4:29:31 PM,,
1099,38.818447,-76.899347,55,22.05,1/21/2021,9:29:32 PM,4:29:32 PM,,
1100,38.8184,-76.899598,55.1,22.39,1/21/2021,9:29:33 PM,4:29:33 PM,,
1101,38.818355,-76.899851,55.2,22.51,1/21/2021,9:29:34 PM,4:29:34 PM,,
1102,38.818312,-76.900104,55.2,22.46,1/21/2021,9:29:35 PM,4:29:35 PM,,
1103,38.818271,-76.900358,55.2,22.5,1/21/2021,9:29:36 PM,4:29:36 PM,,
1104,38.818233,-76.900614,55.2,22.6,1/21/2021,9:29:37 PM,4:29:37 PM,,
1105,38.818195,-76.90087,55.2,22.6,1/21/2021,9:29:38 PM,4:29:38 PM,,
1106,38.818159,-76.901126,55.2,22.56,1/21/2021,9:29:39 PM,4:29:39 PM,,
1107,38.818127,-76.901382,55.2,22.49,1/21/2021,9:29:40 PM,4:29:40 PM,,
1108,38.818099,-76.901638,55.2,22.42,1/21/2021,9:29:41 PM,4:29:41 PM,,
1109,38.818073,-76.901896,55.2,22.56,1/21/2021,9:29:42 PM,4:29:42 PM,,
1110,38.818048,-76.902158,55.1,22.89,1/21/2021,9:29:43 PM,4:29:43 PM,,
1111,38.818028,-76.902426,55.1,23.35,1/21/2021,9:29:44 PM,4:29:44 PM,,
1112,38.818022,-76.902699,55.1,23.69,1/21/2021,9:29:45 PM,4:29:45 PM,,
1113,38.818012,-76.902973,55.2,23.79,1/21/2021,9:29:46 PM,4:29:46 PM,,
1114,38.817993,-76.903249,55.2,24.03,1/21/2021,9:29:47 PM,4:29:47 PM,,
1115,38.817978,-76.903527,55.3,24.17,1/21/2021,9:29:48 PM,4:29:48 PM,,
1116,38.817966,-76.903808,55.3,24.41,1/21/2021,9:29:49 PM,4:29:49 PM,,
1117,38.817959,-76.904092,55.3,24.64,1/21/2021,9:29:50 PM,4:29:50 PM,,
1118,38.817956,-76.904379,55.2,24.89,1/21/2021,9:29:51 PM,4:29:51 PM,,
1119,38.817958,-76.904665,55.2,24.81,1/21/2021,9:29:52 PM,4:29:52 PM,,
1120,38.817965,-76.904951,55.2,24.82,1/21/2021,9:29:53 PM,4:29:53 PM,,
1121,38.817972,-76.905237,55.1,24.82,1/21/2021,9:29:54 PM,4:29:54 PM,,
1122,38.817984,-76.905525,55.1,25.01,1/21/2021,9:29:55 PM,4:29:55 PM,,
1123,38.817998,-76.905813,55.1,25.03,1/21/2021,9:29:56 PM,4:29:56 PM,,
1124,38.818015,-76.906103,55,25.22,1/21/2021,9:29:57 PM,4:29:57 PM,,
1125,38.818035,-76.90639,54.9,24.99,1/21/2021,9:29:58 PM,4:29:58 PM,,
1126,38.81806,-76.906676,54.8,24.96,1/21/2021,9:29:59 PM,4:29:59 PM,,
1127,38.818086,-76.906959,54.7,24.72,1/21/2021,9:30:00 PM,4:30:00 PM,,
1128,38.818124,-76.907236,54.5,24.39,1/21/2021,9:30:01 PM,4:30:01 PM,,
1129,38.818162,-76.907511,54.4,24.22,1/21/2021,9:30:02 PM,4:30:02 PM,,
1130,38.818196,-76.907785,54.3,24.06,1/21/2021,9:30:03 PM,4:30:03 PM,,
1131,38.81823,-76.908057,54.3,23.89,1/21/2021,9:30:04 PM,4:30:04 PM,,
1132,38.818266,-76.908333,54.2,24.27,1/21/2021,9:30:05 PM,4:30:05 PM,,
1133,38.818302,-76.90861,54.2,24.36,1/21/2021,9:30:06 PM,4:30:06 PM,,
1134,38.818338,-76.908887,54.2,24.36,1/21/2021,9:30:07 PM,4:30:07 PM,,
1135,38.818373,-76.909162,54.1,24.17,1/21/2021,9:30:08 PM,4:30:08 PM,,
1136,38.818409,-76.909436,54,24.1,1/21/2021,9:30:09 PM,4:30:09 PM,,
1137,38.818449,-76.909709,53.9,24.09,1/21/2021,9:30:10 PM,4:30:10 PM,,
1138,38.818491,-76.909982,53.8,24.14,1/21/2021,9:30:11 PM,4:30:11 PM,,
1139,38.818535,-76.910255,53.7,24.18,1/21/2021,9:30:12 PM,4:30:12 PM,,
1140,38.81857,-76.910529,53.6,24.08,1/21/2021,9:30:13 PM,4:30:13 PM,,
1141,38.818609,-76.9108,53.4,23.9,1/21/2021,9:30:14 PM,4:30:14 PM,,
1142,38.818648,-76.911071,53.3,23.9,1/21/2021,9:30:15 PM,4:30:15 PM,,
1143,38.818685,-76.91134,53.1,23.69,1/21/2021,9:30:16 PM,4:30:16 PM,,
1144,38.81872,-76.91161,53,23.74,1/21/2021,9:30:17 PM,4:30:17 PM,,
1145,38.818756,-76.91188,52.9,23.76,1/21/2021,9:30:18 PM,4:30:18 PM,,
1146,38.818796,-76.912151,52.7,23.92,1/21/2021,9:30:19 PM,4:30:19 PM,,
1147,38.818836,-76.912422,52.5,23.92,1/21/2021,9:30:20 PM,4:30:20 PM,,
1148,38.818876,-76.912695,52.3,24.09,1/21/2021,9:30:21 PM,4:30:21 PM,,
1149,38.818918,-76.912967,52.1,24.05,1/21/2021,9:30:22 PM,4:30:22 PM,,
1150,38.81896,-76.913239,52,24.05,1/21/2021,9:30:23 PM,4:30:23 PM,,
1151,38.818995,-76.913512,51.8,24,1/21/2021,9:30:24 PM,4:30:24 PM,,
1152,38.819038,-76.913784,51.6,24.07,1/21/2021,9:30:25 PM,4:30:25 PM,,
1153,38.81908,-76.914056,51.5,24.05,1/21/2021,9:30:26 PM,4:30:26 PM,,
1154,38.819113,-76.91433,51.4,24.05,1/21/2021,9:30:27 PM,4:30:27 PM,,
1155,38.819153,-76.914606,51.4,24.35,1/21/2021,9:30:28 PM,4:30:28 PM,,
1156,38.819193,-76.914886,51.4,24.69,1/21/2021,9:30:29 PM,4:30:29 PM,,
1157,38.819235,-76.915171,51.3,25.16,1/21/2021,9:30:30 PM,4:30:30 PM,,
1158,38.819275,-76.915458,51.4,25.29,1/21/2021,9:30:31 PM,4:30:31 PM,,
1159,38.819316,-76.915746,51.4,25.39,1/21/2021,9:30:32 PM,4:30:32 PM,,
1160,38.819355,-76.916035,51.5,25.44,1/21/2021,9:30:33 PM,4:30:33 PM,,
1161,38.81939,-76.916323,51.6,25.28,1/21/2021,9:30:34 PM,4:30:34 PM,,
1162,38.819422,-76.916609,51.7,25.06,1/21/2021,9:30:35 PM,4:30:35 PM,,
1163,38.819453,-76.916894,51.9,24.96,1/21/2021,9:30:36 PM,4:30:36 PM,,
1164,38.819481,-76.91718,52.1,25,1/21/2021,9:30:37 PM,4:30:37 PM,,
1165,38.819509,-76.91747,52.2,25.34,1/21/2021,9:30:38 PM,4:30:38 PM,,
1166,38.81954,-76.917763,52.3,25.65,1/21/2021,9:30:39 PM,4:30:39 PM,,
1167,38.819576,-76.918058,52.4,25.9,1/21/2021,9:30:40 PM,4:30:40 PM,,
1168,38.819616,-76.918353,52.5,25.97,1/21/2021,9:30:41 PM,4:30:41 PM,,
1169,38.819655,-76.91865,52.6,26.12,1/21/2021,9:30:42 PM,4:30:42 PM,,
1170,38.819694,-76.918949,52.6,26.29,1/21/2021,9:30:43 PM,4:30:43 PM,,
1171,38.819732,-76.919252,52.7,26.62,1/21/2021,9:30:44 PM,4:30:44 PM,,
1172,38.819771,-76.919558,52.8,26.89,1/21/2021,9:30:45 PM,4:30:45 PM,,
1173,38.81981,-76.919866,52.8,27.06,1/21/2021,9:30:46 PM,4:30:46 PM,,
1174,38.819853,-76.920176,52.8,27.31,1/21/2021,9:30:47 PM,4:30:47 PM,,
1175,38.819899,-76.920488,52.8,27.54,1/21/2021,9:30:48 PM,4:30:48 PM,,
1176,38.819944,-76.920808,52.7,28.2,1/21/2021,9:30:49 PM,4:30:49 PM,,
1177,38.819989,-76.921133,52.6,28.63,1/21/2021,9:30:50 PM,4:30:50 PM,,
1178,38.820041,-76.921459,52.6,28.86,1/21/2021,9:30:51 PM,4:30:51 PM,,
1179,38.820088,-76.921784,52.6,28.67,1/21/2021,9:30:52 PM,4:30:52 PM,,
1180,38.820134,-76.922111,52.6,28.82,1/21/2021,9:30:53 PM,4:30:53 PM,,
1181,38.820168,-76.92244,52.6,28.78,1/21/2021,9:30:54 PM,4:30:54 PM,,
1182,38.820194,-76.922767,52.5,28.51,1/21/2021,9:30:55 PM,4:30:55 PM,,
1183,38.820217,-76.923094,52.2,28.48,1/21/2021,9:30:56 PM,4:30:56 PM,,
1184,38.820229,-76.923423,51.9,28.57,1/21/2021,9:30:57 PM,4:30:57 PM,,
1185,38.820233,-76.923751,51.7,28.45,1/21/2021,9:30:58 PM,4:30:58 PM,,
1186,38.82023,-76.924079,51.5,28.45,1/21/2021,9:30:59 PM,4:30:59 PM,,
1187,38.820221,-76.924404,51.2,28.21,1/21/2021,9:31:00 PM,4:31:00 PM,,
1188,38.820208,-76.92473,51,28.31,1/21/2021,9:31:01 PM,4:31:01 PM,,
1189,38.820184,-76.925055,50.7,28.31,1/21/2021,9:31:02 PM,4:31:02 PM,,
1190,38.820149,-76.925379,50.5,28.37,1/21/2021,9:31:03 PM,4:31:03 PM,,
1191,38.820108,-76.925703,50.3,28.47,1/21/2021,9:31:04 PM,4:31:04 PM,,
1192,38.820054,-76.926027,50.1,28.74,1/21/2021,9:31:05 PM,4:31:05 PM,,
1193,38.819993,-76.926348,49.9,28.66,1/21/2021,9:31:06 PM,4:31:06 PM,,
1194,38.81993,-76.926668,49.7,28.63,1/21/2021,9:31:07 PM,4:31:07 PM,,
1195,38.819865,-76.926986,49.4,28.51,1/21/2021,9:31:08 PM,4:31:08 PM,,
1196,38.819799,-76.927307,49.1,28.79,1/21/2021,9:31:09 PM,4:31:09 PM,,
1197,38.819722,-76.927624,48.9,28.8,1/21/2021,9:31:10 PM,4:31:10 PM,,
1198,38.819655,-76.927945,48.7,28.82,1/21/2021,9:31:11 PM,4:31:11 PM,,
1199,38.81957,-76.928259,48.5,28.83,1/21/2021,9:31:12 PM,4:31:12 PM,,
1200,38.819505,-76.928581,48.3,28.85,1/21/2021,9:31:13 PM,4:31:13 PM,,
1201,38.819436,-76.928902,48.1,28.88,1/21/2021,9:31:14 PM,4:31:14 PM,,
1202,38.819366,-76.929223,47.9,28.91,1/21/2021,9:31:15 PM,4:31:15 PM,,
1203,38.819286,-76.92954,47.6,28.9,1/21/2021,9:31:16 PM,4:31:16 PM,,
1204,38.819213,-76.929858,47.4,28.75,1/21/2021,9:31:17 PM,4:31:17 PM,,
1205,38.819138,-76.930174,47.2,28.65,1/21/2021,9:31:18 PM,4:31:18 PM,,
1206,38.819068,-76.930491,47,28.58,1/21/2021,9:31:19 PM,4:31:19 PM,,
1207,38.818994,-76.930807,46.8,28.62,1/21/2021,9:31:20 PM,4:31:20 PM,,
1208,38.818919,-76.931123,46.6,28.65,1/21/2021,9:31:21 PM,4:31:21 PM,,
1209,38.818846,-76.931439,46.4,28.59,1/21/2021,9:31:22 PM,4:31:22 PM,,
1210,38.818771,-76.931756,46.3,28.73,1/21/2021,9:31:23 PM,4:31:23 PM,,
1211,38.8187,-76.932074,46.1,28.69,1/21/2021,9:31:24 PM,4:31:24 PM,,
1212,38.81863,-76.932391,46.1,28.58,1/21/2021,9:31:25 PM,4:31:25 PM,,
1213,38.818566,-76.932708,46,28.4,1/21/2021,9:31:26 PM,4:31:26 PM,,
1214,38.818507,-76.933025,45.9,28.27,1/21/2021,9:31:27 PM,4:31:27 PM,,
1215,38.818452,-76.933342,45.9,28.17,1/21/2021,9:31:28 PM,4:31:28 PM,,
1216,38.818397,-76.933658,46,28.08,1/21/2021,9:31:29 PM,4:31:29 PM,,
1217,38.818287,-76.934291,46.1,28.13,1/21/2021,9:31:31 PM,4:31:31 PM,,
1218,38.818235,-76.934608,46.1,28.1,1/21/2021,9:31:32 PM,4:31:32 PM,,
1219,38.818193,-76.934927,46.1,28.06,1/21/2021,9:31:33 PM,4:31:33 PM,,
1220,38.818152,-76.935246,46.1,28.04,1/21/2021,9:31:34 PM,4:31:34 PM,,
1221,38.818116,-76.935565,46,27.96,1/21/2021,9:31:35 PM,4:31:35 PM,,
1222,38.818089,-76.935885,46,27.92,1/21/2021,9:31:36 PM,4:31:36 PM,,
1223,38.818069,-76.936205,45.9,27.84,1/21/2021,9:31:37 PM,4:31:37 PM,,
1224,38.818049,-76.936527,45.8,28.02,1/21/2021,9:31:38 PM,4:31:38 PM,,
1225,38.81803,-76.936847,45.7,27.84,1/21/2021,9:31:39 PM,4:31:39 PM,,
1226,38.81801,-76.937169,45.6,28.02,1/21/2021,9:31:40 PM,4:31:40 PM,,
1227,38.817999,-76.93749,45.5,27.87,1/21/2021,9:31:41 PM,4:31:41 PM,,
1228,38.817984,-76.937812,45.5,27.98,1/21/2021,9:31:42 PM,4:31:42 PM,,
1229,38.81798,-76.938133,45.5,27.85,1/21/2021,9:31:43 PM,4:31:43 PM,,
1230,38.817981,-76.938453,45.5,27.75,1/21/2021,9:31:44 PM,4:31:44 PM,,
1231,38.817987,-76.938771,45.5,27.59,1/21/2021,9:31:45 PM,4:31:45 PM,,
1232,38.817998,-76.939086,45.5,27.35,1/21/2021,9:31:46 PM,4:31:46 PM,,
1233,38.818011,-76.9394,45.5,27.27,1/21/2021,9:31:47 PM,4:31:47 PM,,
1234,38.818029,-76.93971,45.5,26.96,1/21/2021,9:31:48 PM,4:31:48 PM,,
1235,38.81805,-76.940018,45.5,26.82,1/21/2021,9:31:49 PM,4:31:49 PM,,
1236,38.81807,-76.940323,45.5,26.55,1/21/2021,9:31:50 PM,4:31:50 PM,,
1237,38.818087,-76.940626,45.6,26.35,1/21/2021,9:31:51 PM,4:31:51 PM,,
1238,38.818104,-76.940927,45.6,26.18,1/21/2021,9:31:52 PM,4:31:52 PM,,
1239,38.818117,-76.941224,45.7,25.8,1/21/2021,9:31:53 PM,4:31:53 PM,,
1240,38.818131,-76.941519,45.8,25.63,1/21/2021,9:31:54 PM,4:31:54 PM,,
1241,38.818149,-76.941811,45.9,25.41,1/21/2021,9:31:55 PM,4:31:55 PM,,
1242,38.818168,-76.942102,46,25.33,1/21/2021,9:31:56 PM,4:31:56 PM,,
1243,38.818184,-76.942395,46.1,25.48,1/21/2021,9:31:57 PM,4:31:57 PM,,
1244,38.818199,-76.94269,46.3,25.64,1/21/2021,9:31:58 PM,4:31:58 PM,,
1245,38.818211,-76.942986,46.5,25.71,1/21/2021,9:31:59 PM,4:31:59 PM,,
1246,38.818222,-76.943281,46.7,25.62,1/21/2021,9:32:00 PM,4:32:00 PM,,
1247,38.818233,-76.943875,47.1,25.77,1/21/2021,9:32:02 PM,4:32:02 PM,,
1248,38.818225,-76.944172,47.2,25.78,1/21/2021,9:32:03 PM,4:32:03 PM,,
1249,38.818208,-76.944469,47.4,25.83,1/21/2021,9:32:04 PM,4:32:04 PM,,
1250,38.818187,-76.944768,47.5,26.04,1/21/2021,9:32:05 PM,4:32:05 PM,,
1251,38.81813,-76.945362,47.9,25.95,1/21/2021,9:32:07 PM,4:32:07 PM,,
1252,38.818095,-76.945653,48.1,25.54,1/21/2021,9:32:08 PM,4:32:08 PM,,
1253,38.818,-76.946228,48.5,25.49,1/21/2021,9:32:10 PM,4:32:10 PM,,
1254,38.817948,-76.946511,48.6,25.22,1/21/2021,9:32:11 PM,4:32:11 PM,,
1255,38.817889,-76.946789,48.8,24.99,1/21/2021,9:32:12 PM,4:32:12 PM,,
1256,38.817824,-76.947063,48.9,24.84,1/21/2021,9:32:13 PM,4:32:13 PM,,
1257,38.817753,-76.947329,49,24.39,1/21/2021,9:32:14 PM,4:32:14 PM,,
1258,38.817605,-76.947858,49.2,24.38,1/21/2021,9:32:16 PM,4:32:16 PM,,
1259,38.817525,-76.948119,49.3,24.33,1/21/2021,9:32:17 PM,4:32:17 PM,,
